,feature_politeness_==Please==,feature_politeness_==Please_start==,feature_politeness_==HASHEDGE==,feature_politeness_==Indirect_(btw)==,feature_politeness_==Hedges==,feature_politeness_==Factuality==,feature_politeness_==Deference==,feature_politeness_==Gratitude==,feature_politeness_==Apologizing==,feature_politeness_==1st_person_pl.==,feature_politeness_==1st_person==,feature_politeness_==1st_person_start==,feature_politeness_==2nd_person==,feature_politeness_==2nd_person_start==,feature_politeness_==Indirect_(greeting)==,feature_politeness_==Direct_question==,feature_politeness_==Direct_start==,feature_politeness_==HASPOSITIVE==,feature_politeness_==HASNEGATIVE==,feature_politeness_==SUBJUNCTIVE==,feature_politeness_==INDICATIVE==,msg_id
Game7-austria-russia-110,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Game7-austria-russia-110
Game7-austria-russia-111,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game7-austria-russia-111
Game7-austria-russia-112,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,Game7-austria-russia-112
Game7-austria-russia-113,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game7-austria-russia-113
Game7-austria-russia-114,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Game7-austria-russia-114
Game7-austria-russia-115,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Game7-austria-russia-115
Game7-austria-russia-118,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,Game7-austria-russia-118
Game7-austria-russia-119,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Game7-austria-russia-119
Game7-austria-russia-120,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,Game7-austria-russia-120
Game7-austria-russia-121,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Game7-austria-russia-121
Game7-austria-russia-128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game7-austria-russia-128
Game7-austria-russia-136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Game7-austria-russia-136
Game7-austria-russia-137,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,Game7-austria-russia-137
Game7-austria-russia-139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game7-austria-russia-139
Game7-austria-russia-140,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Game7-austria-russia-140
Game7-austria-russia-144,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Game7-austria-russia-144
Game7-austria-russia-145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game7-austria-russia-145
Game7-austria-russia-146,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game7-austria-russia-146
Game7-england-austria-0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,Game7-england-austria-0
Game7-england-austria-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game7-england-austria-2
Game7-england-austria-3,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game7-england-austria-3
Game7-england-austria-4,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game7-england-austria-4
Game7-england-austria-6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Game7-england-austria-6
Game7-england-austria-8,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game7-england-austria-8
Game7-england-austria-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Game7-england-austria-11
Game7-england-austria-12,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,Game7-england-austria-12
Game7-england-austria-14,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-england-austria-14
Game7-england-austria-15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game7-england-austria-15
Game7-england-austria-16,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,Game7-england-austria-16
Game7-england-austria-17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game7-england-austria-17
Game7-england-austria-19,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game7-england-austria-19
Game7-england-austria-20,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game7-england-austria-20
Game7-england-austria-21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-england-austria-21
Game7-england-austria-22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game7-england-austria-22
Game7-england-austria-23,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game7-england-austria-23
Game7-england-austria-25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game7-england-austria-25
Game7-england-austria-26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game7-england-austria-26
Game7-england-austria-27,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,Game7-england-austria-27
Game7-turkey-austria-0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,Game7-turkey-austria-0
Game7-turkey-austria-2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,Game7-turkey-austria-2
Game7-turkey-austria-3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,Game7-turkey-austria-3
Game7-turkey-austria-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Game7-turkey-austria-4
Game7-turkey-austria-5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,Game7-turkey-austria-5
Game7-turkey-austria-7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Game7-turkey-austria-7
Game7-turkey-austria-8,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,Game7-turkey-austria-8
Game7-turkey-austria-9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game7-turkey-austria-9
Game7-turkey-austria-10,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game7-turkey-austria-10
Game7-turkey-austria-11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Game7-turkey-austria-11
Game7-turkey-austria-12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Game7-turkey-austria-12
Game7-turkey-austria-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game7-turkey-austria-13
Game7-turkey-austria-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game7-turkey-austria-16
Game7-turkey-austria-18,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game7-turkey-austria-18
Game7-turkey-austria-19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-turkey-austria-19
Game7-turkey-austria-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game7-turkey-austria-22
Game7-turkey-austria-23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Game7-turkey-austria-23
Game7-turkey-austria-24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game7-turkey-austria-24
Game7-turkey-austria-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game7-turkey-austria-26
Game7-turkey-austria-27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Game7-turkey-austria-27
Game7-turkey-austria-30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game7-turkey-austria-30
Game7-turkey-austria-31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Game7-turkey-austria-31
Game7-turkey-austria-35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game7-turkey-austria-35
Game7-turkey-austria-36,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game7-turkey-austria-36
Game7-austria-france-1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,Game7-austria-france-1
Game7-austria-france-2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game7-austria-france-2
Game7-austria-france-3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game7-austria-france-3
Game7-austria-france-4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game7-austria-france-4
Game7-austria-france-6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game7-austria-france-6
Game7-austria-france-8,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,Game7-austria-france-8
Game7-austria-france-9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Game7-austria-france-9
Game7-austria-france-10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Game7-austria-france-10
Game7-austria-france-11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game7-austria-france-11
Game7-austria-france-13,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,Game7-austria-france-13
Game7-austria-france-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game7-austria-france-14
Game7-austria-france-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game7-austria-france-15
Game7-england-russia-0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,Game7-england-russia-0
Game7-england-russia-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,Game7-england-russia-1
Game7-england-russia-2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-england-russia-2
Game7-england-russia-3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game7-england-russia-3
Game7-england-russia-4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Game7-england-russia-4
Game7-england-russia-5,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,Game7-england-russia-5
Game7-england-russia-6,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Game7-england-russia-6
Game7-england-russia-7,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,Game7-england-russia-7
Game7-england-russia-8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game7-england-russia-8
Game7-england-russia-9,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game7-england-russia-9
Game7-england-russia-10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Game7-england-russia-10
Game7-england-russia-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,Game7-england-russia-14
Game7-england-russia-16,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,Game7-england-russia-16
Game7-england-russia-17,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game7-england-russia-17
Game7-england-russia-19,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game7-england-russia-19
Game7-england-russia-20,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game7-england-russia-20
Game7-england-russia-21,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,Game7-england-russia-21
Game7-england-russia-22,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game7-england-russia-22
Game7-england-russia-23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Game7-england-russia-23
Game7-england-russia-24,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Game7-england-russia-24
Game7-england-russia-25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Game7-england-russia-25
Game7-england-russia-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Game7-england-russia-26
Game7-england-russia-27,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,Game7-england-russia-27
Game7-england-russia-28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game7-england-russia-28
Game7-england-russia-29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game7-england-russia-29
Game7-england-russia-30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,Game7-england-russia-30
Game7-england-russia-33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Game7-england-russia-33
Game7-england-russia-35,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,Game7-england-russia-35
Game7-england-russia-37,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game7-england-russia-37
Game7-england-russia-38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game7-england-russia-38
Game7-england-russia-39,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game7-england-russia-39
Game7-england-russia-42,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,Game7-england-russia-42
Game7-england-russia-43,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,Game7-england-russia-43
Game7-england-russia-44,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,Game7-england-russia-44
Game7-england-russia-45,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,Game7-england-russia-45
Game7-england-russia-46,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,Game7-england-russia-46
Game7-england-russia-48,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Game7-england-russia-48
Game7-turkey-russia-0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game7-turkey-russia-0
Game7-turkey-russia-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game7-turkey-russia-1
Game7-turkey-russia-3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game7-turkey-russia-3
Game7-turkey-russia-5,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-turkey-russia-5
Game7-turkey-russia-6,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,Game7-turkey-russia-6
Game7-turkey-russia-9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Game7-turkey-russia-9
Game7-turkey-russia-10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,Game7-turkey-russia-10
Game7-turkey-russia-11,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,Game7-turkey-russia-11
Game7-turkey-russia-13,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,Game7-turkey-russia-13
Game7-turkey-russia-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Game7-turkey-russia-14
Game7-turkey-russia-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game7-turkey-russia-15
Game7-turkey-russia-18,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game7-turkey-russia-18
Game7-turkey-russia-19,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game7-turkey-russia-19
Game7-turkey-russia-20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-turkey-russia-20
Game7-turkey-russia-21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game7-turkey-russia-21
Game7-turkey-russia-22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,Game7-turkey-russia-22
Game7-turkey-russia-23,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game7-turkey-russia-23
Game7-turkey-russia-24,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,Game7-turkey-russia-24
Game7-turkey-russia-25,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,Game7-turkey-russia-25
Game7-turkey-russia-26,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game7-turkey-russia-26
Game7-turkey-russia-27,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Game7-turkey-russia-27
Game7-turkey-russia-28,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game7-turkey-russia-28
Game7-turkey-russia-29,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,Game7-turkey-russia-29
Game7-turkey-russia-30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game7-turkey-russia-30
Game7-turkey-russia-32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,Game7-turkey-russia-32
Game7-turkey-russia-33,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-turkey-russia-33
Game7-turkey-russia-34,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game7-turkey-russia-34
Game7-turkey-russia-35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Game7-turkey-russia-35
Game7-turkey-russia-36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Game7-turkey-russia-36
Game7-turkey-russia-37,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game7-turkey-russia-37
Game7-turkey-russia-39,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Game7-turkey-russia-39
Game7-turkey-russia-41,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,Game7-turkey-russia-41
Game7-turkey-russia-42,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game7-turkey-russia-42
Game7-turkey-russia-43,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Game7-turkey-russia-43
Game7-turkey-russia-44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Game7-turkey-russia-44
Game7-france-russia-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,Game7-france-russia-1
Game7-france-russia-2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game7-france-russia-2
Game7-france-russia-3,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,Game7-france-russia-3
Game7-france-russia-5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,Game7-france-russia-5
Game7-france-russia-6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,Game7-france-russia-6
Game7-france-russia-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game7-france-russia-7
Game7-france-russia-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game7-france-russia-10
Game7-france-russia-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game7-france-russia-12
Game7-france-russia-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Game7-france-russia-17
Game7-france-russia-18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Game7-france-russia-18
Game7-france-russia-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Game7-france-russia-19
Game7-france-russia-20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Game7-france-russia-20
Game7-france-russia-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Game7-france-russia-22
Game7-france-russia-23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Game7-france-russia-23
Game7-france-russia-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game7-france-russia-25
Game7-france-russia-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game7-france-russia-26
Game7-turkey-england-0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,Game7-turkey-england-0
Game7-turkey-england-1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,Game7-turkey-england-1
Game7-turkey-england-2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game7-turkey-england-2
Game7-turkey-england-3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game7-turkey-england-3
Game7-turkey-england-4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Game7-turkey-england-4
Game7-turkey-england-6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Game7-turkey-england-6
Game7-turkey-england-7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game7-turkey-england-7
Game7-turkey-england-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Game7-turkey-england-8
Game7-turkey-england-9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game7-turkey-england-9
Game7-turkey-england-10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Game7-turkey-england-10
Game7-turkey-england-11,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Game7-turkey-england-11
Game7-england-france-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,Game7-england-france-1
Game7-england-france-3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,Game7-england-france-3
Game7-england-france-4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game7-england-france-4
Game7-england-france-5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Game7-england-france-5
Game7-england-france-6,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game7-england-france-6
Game7-england-france-10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game7-england-france-10
Game7-england-france-12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game7-england-france-12
Game7-england-france-14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game7-england-france-14
Game7-england-france-15,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game7-england-france-15
Game7-england-france-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game7-england-france-16
Game7-england-france-17,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,Game7-england-france-17
Game7-england-france-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Game7-england-france-19
Game7-england-france-20,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,Game7-england-france-20
Game7-england-france-21,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-england-france-21
Game7-england-france-22,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Game7-england-france-22
Game7-england-france-25,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game7-england-france-25
Game7-england-france-26,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game7-england-france-26
Game7-england-france-27,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,Game7-england-france-27
Game7-england-france-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game7-england-france-28
Game7-england-france-29,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,Game7-england-france-29
Game7-england-france-30,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,Game7-england-france-30
Game7-england-france-31,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game7-england-france-31
Game7-england-france-32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game7-england-france-32
Game7-england-france-33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game7-england-france-33
Game7-england-france-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Game7-england-france-34
Game7-england-france-35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Game7-england-france-35
Game7-england-france-37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Game7-england-france-37
Game7-england-france-39,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game7-england-france-39
Game7-england-france-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game7-england-france-40
Game7-england-france-42,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game7-england-france-42
Game7-england-france-43,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,Game7-england-france-43
Game7-england-france-44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game7-england-france-44
Game7-turkey-france-0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game7-turkey-france-0
Game7-turkey-france-2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Game7-turkey-france-2
Game7-turkey-france-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Game7-turkey-france-3
Game7-turkey-france-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game7-turkey-france-4
